Cód.,Ano Letivo,Serie,Andamento adesao,Situacao,Matricula,Escola
4713,2022,3,ELEGIVEL,Aprovado,201919340579227,CE DAVID CAPISTRANO
4714,2021,2,ELEGIVEL,Aprovado,202019340610254,CE DAVID CAPISTRANO
4714,2022,3,ELEGIVEL,Reprovado,202019340610254,CE DAVID CAPISTRANO
4714,2023,3,ELEGIVEL,Transferido,202019340610254,CE DAVID CAPISTRANO
4715,2021,2,ELEGIVEL,Aprovado,201629930604341,CE DAVID CAPISTRANO
4715,2022,3,ELEGIVEL,Reprovado,201629930604341,CE DAVID CAPISTRANO
4715,2023,3,ELEGIVEL,Transferido,201629930604341,CE DAVID CAPISTRANO
4716,2021,2,ELEGIVEL,Aprovado,201819340556204,CE DAVID CAPISTRANO
4716,2022,3,ELEGIVEL,Reprovado,201819340556204,CE DAVID CAPISTRANO
4717,2021,2,ELEGIVEL,Aprovado,201919340588560,CE DAVID CAPISTRANO
4717,2022,3,ELEGIVEL,Aprovado,201919340588560,CE DAVID CAPISTRANO
4719,2021,2,PRE-INSCRITO,Aprovado,202019340606737,CE DAVID CAPISTRANO
4719,2022,3,PRE-INSCRITO,Aprovado,202019340606737,CE DAVID CAPISTRANO
4720,2021,2,ELEGIVEL,Transferido,201532050383917,CE DAVID CAPISTRANO
4721,2021,2,VALOR DEPOSITADO,Aprovado,201931881389145,CE DAVID CAPISTRANO
4721,2022,3,VALOR DEPOSITADO,Aprovado,201931881389145,CE DAVID CAPISTRANO
4722,2021,2,ELEGIVEL,Aprovado,202019340598610,CE DAVID CAPISTRANO
4722,2022,3,ELEGIVEL,Aprovado,202019340598610,CE DAVID CAPISTRANO
4723,2021,2,ELEGIVEL,Reprovado,201919340571595,CE DAVID CAPISTRANO
4724,2021,2,ELEGIVEL,Aprovado,201919340580667,CE DAVID CAPISTRANO
4724,2022,3,ELEGIVEL,Abandonou,201919340580667,CE DAVID CAPISTRANO
4725,2021,2,ELEGIVEL,Abandonou,201832000449808,CE DOUTOR LUCIANO PESTRE
4726,2021,2,VALOR DEPOSITADO,Aprovado,202032000470410,CE DOUTOR LUCIANO PESTRE
4726,2022,3,CONCLUIDA,Reprovado,202032000470410,CE DOUTOR LUCIANO PESTRE
4727,2021,2,ELEGIVEL,Aprovado,201932000460506,CE DOUTOR LUCIANO PESTRE
4727,2022,3,ELEGIVEL,Aprovado,201932000460506,CE DOUTOR LUCIANO PESTRE
4728,2021,2,ELEGIVEL,Aprovado,201013240031738,CE DOUTOR LUCIANO PESTRE
4728,2022,3,ELEGIVEL,Aprovado,201013240031738,CE DOUTOR LUCIANO PESTRE
4729,2021,2,ELEGIVEL,Aprovado,202032000472529,CE DOUTOR LUCIANO PESTRE
4731,2021,2,ELEGIVEL,Aprovado,201819340562281,CE DOUTOR LUCIANO PESTRE
4732,2021,2,ELEGIVEL,Aprovado,201931881417106,CE DOUTOR LUCIANO PESTRE
4732,2022,3,ELEGIVEL,Abandonou,201931881417106,CE DOUTOR LUCIANO PESTRE
4733,2021,2,ELEGIVEL,Aprovado,202032300531962,CE DOUTOR LUCIANO PESTRE
4733,2022,3,ELEGIVEL,Aprovado,202032300531962,CE DOUTOR LUCIANO PESTRE
4734,2021,2,ELEGIVEL,Abandonou,201917810084249,CE DOUTOR LUCIANO PESTRE
4735,2021,2,VALOR DEPOSITADO,Aprovado,201832000450814,CE DOUTOR LUCIANO PESTRE
4735,2022,3,VALOR DEPOSITADO,Aprovado,201832000450814,CE DOUTOR LUCIANO PESTRE
4736,2021,2,VALOR DEPOSITADO,Aprovado,201832000443877,CE DOUTOR LUCIANO PESTRE
4736,2022,3,VALOR DEPOSITADO,Aprovado,201832000443877,CE DOUTOR LUCIANO PESTRE
4737,2021,2,ELEGIVEL,Transferido,201601300178831,CE DOUTOR SOUZA SOARES
4738,2021,2,VALOR DEPOSITADO,Aprovado,201632020039696,CE DOUTOR SOUZA SOARES
4738,2022,3,VALOR DEPOSITADO,Aprovado,201632020039696,CE DOUTOR SOUZA SOARES
4739,2021,2,ELEGIVEL,Aprovado,201432050362867,CE EMBAIXADOR RAUL FERNANDES
4740,2021,2,PRE-INSCRITO,Aprovado,201629640649410,CE EMBAIXADOR RAUL FERNANDES
4740,2022,3,PRE-INSCRITO,Aprovado,201629640649410,CE EMBAIXADOR RAUL FERNANDES
4741,2021,2,ELEGIVEL,Aprovado,202132050434066,CE EMBAIXADOR RAUL FERNANDES
4742,2021,2,PRE-INSCRITO,Aprovado,201632050388443,CE EMBAIXADOR RAUL FERNANDES
4742,2022,3,PRE-INSCRITO,Abandonou,201632050388443,CE EMBAIXADOR RAUL FERNANDES
4743,2021,2,PRE-INSCRITO,Reprovado,201132050332421,CE EMBAIXADOR RAUL FERNANDES
4744,2021,2,PRE-INSCRITO,Aprovado,201632050393110,CE EMBAIXADOR RAUL FERNANDES
4744,2022,3,PRE-INSCRITO,Aprovado,201632050393110,CE EMBAIXADOR RAUL FERNANDES
4745,2021,2,ELEGIVEL,Aprovado,201632050393870,CE EMBAIXADOR RAUL FERNANDES
4745,2023,3,ELEGIVEL,Aprovado,201632050393870,LICEU NILO PECANHA
4746,2021,2,VALOR DEPOSITADO,Aprovado,201632050385509,CE EMBAIXADOR RAUL FERNANDES
4746,2022,3,VALOR DEPOSITADO,Aprovado,201632050385509,CE EMBAIXADOR RAUL FERNANDES
4747,2021,2,ELEGIVEL,Aprovado,201332050352237,CE EMBAIXADOR RAUL FERNANDES
4748,2021,2,ELEGIVEL,Aprovado,201332050350889,CE EMBAIXADOR RAUL FERNANDES
4748,2022,3,ELEGIVEL,Transferido,201332050350889,CE EMBAIXADOR RAUL FERNANDES
4748,2023,3,ELEGIVEL,Reprovado,201332050350889,CE RAUL VIDAL
4749,2021,2,ELEGIVEL,Reprovado,201632050386661,CE EMBAIXADOR RAUL FERNANDES
4750,2021,2,PRE-INSCRITO,Aprovado,201732050394814,CE EMBAIXADOR RAUL FERNANDES
4750,2022,3,PRE-INSCRITO,Aprovado,201732050394814,CE EMBAIXADOR RAUL FERNANDES
4751,2021,2,ELEGIVEL,Aprovado,201632090237799,CE FERNANDO MAGALHAES
4751,2022,3,ELEGIVEL,Reprovado,201632090237799,CE FERNANDO MAGALHAES
4751,2023,3,ELEGIVEL,Aprovado,201632090237799,CE CIZINIO SOARES PINTO
4752,2021,2,ELEGIVEL,Aprovado,201632090226592,CE FERNANDO MAGALHAES
4752,2022,3,ELEGIVEL,Aprovado,201632090226592,CE FERNANDO MAGALHAES
4753,2021,2,ELEGIVEL,Aprovado,201632090236810,CE FERNANDO MAGALHAES
4753,2022,3,ELEGIVEL,Aprovado,201632090236810,CE FERNANDO MAGALHAES
4754,2021,2,ELEGIVEL,Aprovado,201215900232238,CE FERNANDO MAGALHAES
4754,2022,3,ELEGIVEL,Reprovado,202232090306677,CE FERNANDO MAGALHAES
4755,2021,2,ELEGIVEL,Aprovado,201632090228293,CE FERNANDO MAGALHAES
4755,2022,3,ELEGIVEL,Aprovado,201632090228293,CE FERNANDO MAGALHAES
4756,2021,2,ELEGIVEL,Aprovado,201532090207990,CE FERNANDO MAGALHAES
4757,2021,2,ELEGIVEL,Aprovado,201632090226401,CE FERNANDO MAGALHAES
4757,2022,3,ELEGIVEL,Aprovado,201632090226401,CE FERNANDO MAGALHAES
4758,2021,2,ELEGIVEL,Aprovado,201532090219220,CE FERNANDO MAGALHAES
4758,2022,3,ELEGIVEL,Aprovado,201532090219220,CE FERNANDO MAGALHAES
4759,2021,2,ELEGIVEL,Reprovado,201332090184041,CE FERNANDO MAGALHAES
4760,2021,2,ELEGIVEL,Aprovado,201632090226916,CE FERNANDO MAGALHAES
4760,2022,3,ELEGIVEL,Aprovado,201632090226916,CE CIZINIO SOARES PINTO
4761,2021,2,ELEGIVEL,Aprovado,201632090222767,CE FERNANDO MAGALHAES
4761,2022,3,ELEGIVEL,Aprovado,201632090222767,CE FERNANDO MAGALHAES
4762,2021,2,INSCRICAO PARCIAL,Aprovado,201632090233025,CE FERNANDO MAGALHAES
4762,2022,3,INSCRICAO PARCIAL,Dep.neste ano,201632090233025,CE FERNANDO MAGALHAES
4763,2021,2,ELEGIVEL,Aprovado,201632090225510,CE FERNANDO MAGALHAES
4763,2022,3,ELEGIVEL,Aprovado,201632090225510,CE FERNANDO MAGALHAES
4764,2021,2,ELEGIVEL,Aprovado,201632090231839,CE FERNANDO MAGALHAES
4764,2022,3,ELEGIVEL,Aprovado,201632090231839,CE FERNANDO MAGALHAES
4765,2021,2,ELEGIVEL,Reprovado,201832090254661,CE FERNANDO MAGALHAES
4766,2021,2,ELEGIVEL,Aprovado,201632090223739,CE FERNANDO MAGALHAES
4766,2022,3,ELEGIVEL,Aprovado,201632090223739,CE FERNANDO MAGALHAES
4767,2021,2,ELEGIVEL,Aprovado,201532090218178,CE FERNANDO MAGALHAES
4767,2022,3,ELEGIVEL,Aprovado,201532090218178,CE FERNANDO MAGALHAES
4768,2021,2,ELEGIVEL,Aprovado,201632090221442,CE FERNANDO MAGALHAES
4768,2022,3,ELEGIVEL,Abandonou,201632090221442,CE FERNANDO MAGALHAES
4769,2021,2,ELEGIVEL,Aprovado,201632090231758,CE FERNANDO MAGALHAES
4769,2022,3,ELEGIVEL,Reprovado,201632090231758,CE FERNANDO MAGALHAES
4769,2023,3,ELEGIVEL,Aprovado,201632090231758,CE FERNANDO MAGALHAES
4770,2021,2,VALOR DEPOSITADO,Aprovado,201632270082203,CE GUILHERME BRIGGS
4770,2022,3,VALOR DEPOSITADO,Aprovado,201632270082203,CE GUILHERME BRIGGS
4771,2021,2,ELEGIVEL,Transferido,201832270111613,CE GUILHERME BRIGGS
4772,2021,2,ELEGIVEL,Transferido,201632030113023,CE GUILHERME BRIGGS
4773,2021,2,VALOR DEPOSITADO,Aprovado,202031860502048,CE GUILHERME BRIGGS
4773,2022,3,VALOR DEPOSITADO,Aprovado,202031860502048,CE GUILHERME BRIGGS
4774,2021,2,ELEGIVEL,Aprovado,201531890385747,CE HILARIO RIBEIRO
4774,2022,3,ELEGIVEL,Aprovado,201531890385747,CE RAUL VIDAL
4775,2021,2,ELEGIVEL,Aprovado,201532100290011,CE HILARIO RIBEIRO
4775,2022,3,ELEGIVEL,Aprovado,201532100290011,CE HILARIO RIBEIRO
4776,2021,2,ELEGIVEL,Aprovado,201217810051222,CE HILARIO RIBEIRO
4776,2022,3,ELEGIVEL,Aprovado,201217810051222,CE HILARIO RIBEIRO
4777,2021,2,ELEGIVEL,Aprovado,201615930217941,CE HILARIO RIBEIRO
4778,2021,2,ELEGIVEL,Aprovado,201531900398560,CE HILARIO RIBEIRO
4778,2022,3,ELEGIVEL,Reprovado,201531900398560,CE MULLULO DA VEIGA
4779,2021,2,ELEGIVEL,Aprovado,202032100408891,CE HILARIO RIBEIRO
4779,2022,3,ELEGIVEL,Aprovado,202032100408891,CE HILARIO RIBEIRO
4780,2021,2,ELEGIVEL,Aprovado,201531890384181,CE HILARIO RIBEIRO
4780,2022,3,ELEGIVEL,Abandonou,201531890384181,CE HILARIO RIBEIRO
4780,2023,3,ELEGIVEL,Abandonou,201531890384181,CE HILARIO RIBEIRO
4781,2021,2,VALOR DEPOSITADO,Aprovado,201932100385220,CE HILARIO RIBEIRO
4781,2022,3,VALOR DEPOSITADO,Aprovado,201932100385220,CE HILARIO RIBEIRO
4782,2021,2,ELEGIVEL,Aprovado,201832100347918,CE HILARIO RIBEIRO
4783,2021,2,ELEGIVEL,Aprovado,201532050382610,CE HILARIO RIBEIRO
4783,2022,3,ELEGIVEL,Aprovado,201532050382610,CE HILARIO RIBEIRO
4784,2021,2,ELEGIVEL,Aprovado,201531830714051,CE HILARIO RIBEIRO
4784,2022,3,ELEGIVEL,Aprovado,201531830714051,LICEU NILO PECANHA
4785,2021,2,ELEGIVEL,Aprovado,201332100232388,CE HILARIO RIBEIRO
4785,2022,3,ELEGIVEL,Abandonou,201332100232388,CE MULLULO DA VEIGA
4786,2021,2,VALOR DEPOSITADO,Aprovado,201432100278341,CE HILARIO RIBEIRO
4786,2022,3,VALOR DEPOSITADO,Aprovado,201432100278341,CE HILARIO RIBEIRO
4787,2021,2,VALOR DEPOSITADO,Aprovado,201631890410411,CE HILARIO RIBEIRO
4787,2022,3,VALOR DEPOSITADO,Aprovado,201631890410411,CE RAUL VIDAL
4788,2021,2,ELEGIVEL,Aprovado,201701470438717,CE HILARIO RIBEIRO
4788,2022,3,ELEGIVEL,Aprovado,201701470438717,CE HILARIO RIBEIRO
4789,2021,2,ELEGIVEL,Aprovado,201632100325229,CE HILARIO RIBEIRO
4789,2022,3,ELEGIVEL,Aprovado,201632100325229,CE HILARIO RIBEIRO
4790,2021,2,ELEGIVEL,Aprovado,201631830751141,CE HILARIO RIBEIRO
4790,2022,3,ELEGIVEL,Aprovado,201631830751141,CE HILARIO RIBEIRO
4791,2021,2,ELEGIVEL,Aprovado,201531940569846,CE HILARIO RIBEIRO
4791,2022,3,ELEGIVEL,Abandonou,201531940569846,CE HILARIO RIBEIRO
4792,2021,2,ELEGIVEL,Aprovado,202032100412307,CE HILARIO RIBEIRO
4792,2022,3,ELEGIVEL,Aprovado,202032100412307,CE HILARIO RIBEIRO
4793,2021,2,ELEGIVEL,Aprovado,201632260798923,CE HILARIO RIBEIRO
4793,2022,3,ELEGIVEL,Aprovado,201632260798923,CE HILARIO RIBEIRO
4794,2021,2,ELEGIVEL,Aprovado,201632100312321,CE HILARIO RIBEIRO
4794,2022,3,ELEGIVEL,Aprovado,201632100312321,CE HILARIO RIBEIRO
4795,2021,2,ELEGIVEL,Aprovado,201432100256021,CE HILARIO RIBEIRO
4795,2022,3,ELEGIVEL,Aprovado,201432100256021,CE HILARIO RIBEIRO
4796,2021,2,ELEGIVEL,Aprovado,201331890306763,CE HILARIO RIBEIRO
4797,2021,2,ELEGIVEL,Aprovado,201432100253438,CE HILARIO RIBEIRO
4797,2022,3,ELEGIVEL,Abandonou,201432100253438,CE HILARIO RIBEIRO
4798,2021,2,ELEGIVEL,Aprovado,201932100380776,CE HILARIO RIBEIRO
4798,2022,3,ELEGIVEL,Transferido,201932100380776,CE HILARIO RIBEIRO
4799,2021,2,ELEGIVEL,Aprovado,201532090210436,CE JOAQUIM TAVORA
4799,2022,3,ELEGIVEL,Aprovado,201532090210436,CE JOAQUIM TAVORA
4800,2021,2,ELEGIVEL,Aprovado,202031870889573,CE JOAQUIM TAVORA
4800,2022,3,ELEGIVEL,Aprovado,202031870889573,CE JOAQUIM TAVORA
4801,2021,2,ELEGIVEL,Aprovado,201631870712536,CE JOAQUIM TAVORA
4802,2021,2,ELEGIVEL,Aprovado,201531870639891,CE JOAQUIM TAVORA
4802,2022,3,ELEGIVEL,Aprovado,201531870639891,CE JOAQUIM TAVORA
4803,2021,2,VALOR DEPOSITADO,Aprovado,201931870858920,CE JOAQUIM TAVORA
4803,2022,3,VALOR DEPOSITADO,Aprovado,201931870858920,CE JOAQUIM TAVORA
4804,2021,2,ELEGIVEL,Reprovado,201532170170929,CE JOAQUIM TAVORA
4805,2021,2,ELEGIVEL,Abandonou,201731890441710,CE JOAQUIM TAVORA
4806,2021,2,ELEGIVEL,Reprovado,201032200144937,CE JOAQUIM TAVORA
4806,2022,2,ELEGIVEL,Aprovado,201032200144937,CE BALTAZAR BERNARDINO
4806,2023,3,ELEGIVEL,Aprovado,201032200144937,CE BALTAZAR BERNARDINO
4807,2021,2,ELEGIVEL,Aprovado,201731870776662,CE JOAQUIM TAVORA
4808,2021,2,ELEGIVEL,Aprovado,201631870697987,CE JOAQUIM TAVORA
4808,2022,3,ELEGIVEL,Aprovado,201631870697987,CE JOAQUIM TAVORA
4809,2021,2,ELEGIVEL,Aprovado,201631870698282,CE JOAQUIM TAVORA
4809,2022,3,ELEGIVEL,Abandonou,201631870698282,CE JOAQUIM TAVORA
4809,2023,3,ELEGIVEL,Faleceu,201631870698282,CE JOAQUIM TAVORA
4810,2021,2,ELEGIVEL,Aprovado,201731870774961,CE JOAQUIM TAVORA
4810,2022,3,ELEGIVEL,Aprovado,201731870774961,CE JOAQUIM TAVORA
4811,2021,2,INSCRICAO PARCIAL,Aprovado,201631870710592,CE JOAQUIM TAVORA
4811,2022,3,INSCRICAO PARCIAL,Transferido,201631870710592,CE JOAQUIM TAVORA
4811,2023,3,INSCRICAO PARCIAL,Reprovado,201631870710592,CE AURELINO LEAL
4812,2021,2,ELEGIVEL,Reprovado,201632090227051,CE JOAQUIM TAVORA
4813,2021,2,ELEGIVEL,Aprovado,201631870695771,CE JOAQUIM TAVORA
4813,2022,3,ELEGIVEL,Transferido,201631870695771,CE JOAQUIM TAVORA
4814,2021,2,ELEGIVEL,Aprovado,201931870858335,CE JOAQUIM TAVORA
4814,2022,3,ELEGIVEL,Aprovado,201931870858335,CE JOAQUIM TAVORA
4815,2021,2,ELEGIVEL,Aprovado,201831870784815,CE JOAQUIM TAVORA
4815,2022,3,ELEGIVEL,Aprovado,201831870784815,CE JOAQUIM TAVORA
4816,2021,2,VALOR DEPOSITADO,Aprovado,201631870691431,CE JOAQUIM TAVORA
4816,2022,3,VALOR DEPOSITADO,Aprovado,201631870691431,CE JOAQUIM TAVORA
4817,2021,2,ELEGIVEL,Aprovado,202131870912385,CE JOAQUIM TAVORA
4817,2022,3,ELEGIVEL,Aprovado,202131870912385,CE JOAQUIM TAVORA
4818,2021,2,ELEGIVEL,Aprovado,201632140504019,CE JOAQUIM TAVORA
4818,2022,3,ELEGIVEL,Aprovado,201632140504019,CE JOAQUIM TAVORA
4819,2021,2,ELEGIVEL,Aprovado,201631870706803,CE JOAQUIM TAVORA
4819,2022,3,ELEGIVEL,Aprovado,201631870706803,CE JOAQUIM TAVORA
4820,2021,2,ELEGIVEL,Aprovado,201731870775348,CE JOAQUIM TAVORA
4820,2022,3,ELEGIVEL,Aprovado,201731870775348,CE JOAQUIM TAVORA
4821,2021,2,ELEGIVEL,Aprovado,201731870774457,CE JOAQUIM TAVORA
4821,2022,3,ELEGIVEL,Reprovado,201731870774457,CE MANUEL DE ABREU
4821,2023,3,ELEGIVEL,Aprovado,201731870774457,CE HILARIO RIBEIRO
4822,2021,2,ELEGIVEL,Aprovado,201132150172157,CE JOAQUIM TAVORA
4823,2021,2,ELEGIVEL,Aprovado,201632140515649,CE JOAQUIM TAVORA
4823,2022,3,ELEGIVEL,Aprovado,201632140515649,CE JOAQUIM TAVORA
4824,2021,2,VALOR DEPOSITADO,Aprovado,201631830738810,CE JOAQUIM TAVORA
4824,2022,3,VALOR DEPOSITADO,Aprovado,201631830738810,CE PINTO LIMA
4825,2021,2,ELEGIVEL,Aprovado,201731870779510,CE JOAQUIM TAVORA
4825,2022,3,ELEGIVEL,Aprovado,201731870779510,CE JOAQUIM TAVORA
4826,2021,2,ELEGIVEL,Aprovado,201631870696743,CE JOAQUIM TAVORA
4826,2022,3,ELEGIVEL,Aprovado,201631870696743,CE JOAQUIM TAVORA
4827,2021,2,ELEGIVEL,Aprovado,201631830725734,CE JOAQUIM TAVORA
4827,2022,3,ELEGIVEL,Transferido,201631830725734,CE JOAQUIM TAVORA
4828,2021,2,ELEGIVEL,Aprovado,202031870880193,CE JOAQUIM TAVORA
4828,2022,3,ELEGIVEL,Aprovado,202031870880193,CE JOAQUIM TAVORA
4829,2021,2,ELEGIVEL,Aprovado,201832230499467,CE JOAQUIM TAVORA
4829,2022,3,ELEGIVEL,Reprovado,201832230499467,CE JOAQUIM TAVORA
4829,2023,3,ELEGIVEL,Transferido,201832230499467,CE JOAQUIM TAVORA
4830,2021,2,ELEGIVEL,Aprovado,201631870704002,CE JOAQUIM TAVORA
4830,2022,3,ELEGIVEL,Aprovado,201631870704002,CE JOAQUIM TAVORA
4831,2021,2,VALOR DEPOSITADO,Aprovado,201632130352208,CE JOSE BONIFACIO
4831,2022,3,VALOR DEPOSITADO,Aprovado,201632130352208,CE JOSE BONIFACIO
4832,2021,2,ELEGIVEL,Reprovado,201832130389848,CE JOSE BONIFACIO
4832,2022,2,ELEGIVEL,Transferido,201832130389848,CE JOSE BONIFACIO
4833,2021,2,VALOR DEPOSITADO,Aprovado,201632130352399,CE JOSE BONIFACIO
4833,2022,3,VALOR DEPOSITADO,Aprovado,201632130352399,CE JOSE BONIFACIO
4834,2021,2,ELEGIVEL,Reprovado,201131830299652,CE JOSE BONIFACIO
4834,2022,2,ELEGIVEL,Transferido,201131830299652,CE JOSE BONIFACIO
4835,2021,2,ELEGIVEL,Aprovado,201432170148005,CE JOSE BONIFACIO
4835,2022,3,ELEGIVEL,Transferido,201432170148005,CE JOSE BONIFACIO
4836,2021,2,VALOR DEPOSITADO,Aprovado,200932300168465,CE JOSE BONIFACIO
4836,2022,3,CONCLUIDA,Dep.neste ano,200932300168465,CE JOSE BONIFACIO
4837,2021,2,VALOR DEPOSITADO,Aprovado,202032130414014,CE JOSE BONIFACIO
4837,2022,3,VALOR DEPOSITADO,Aprovado,202032130414014,CE JOSE BONIFACIO
4838,2021,2,VALOR DEPOSITADO,Aprovado,201532130343911,CE JOSE BONIFACIO
4838,2022,3,VALOR DEPOSITADO,Aprovado,202232130432392,CE JOSE BONIFACIO
4839,2021,2,CONCLUIDA,Reprovado,201632010370292,CE JOSE BONIFACIO
4839,2022,2,CONCLUIDA,Dep.neste ano,201632010370292,CE JOSE BONIFACIO
4839,2023,3,CONCLUIDA,Dep.outros anos,201632010370292,CE JOSE BONIFACIO
4840,2021,2,ELEGIVEL,Reprovado,201432100247210,CE JOSE BONIFACIO
4841,2021,2,PRE-INSCRITO,Aprovado,201632130353281,CE JOSE BONIFACIO
4841,2022,3,PRE-INSCRITO,Aprovado,201632130353281,CE JOSE BONIFACIO
4842,2021,2,VALOR DEPOSITADO,Aprovado,201632010360572,CE JOSE BONIFACIO
4842,2022,3,CONCLUIDA,Reprovado,201632010360572,CE JOSE BONIFACIO
4842,2023,3,VALOR DEPOSITADO,Aprovado,201632010360572,CE JOSE BONIFACIO
4843,2021,2,PRE-INSCRITO,Aprovado,201632130364990,CE JOSE BONIFACIO
4843,2022,3,PRE-INSCRITO,Dep.neste ano,201632130364990,LICEU NILO PECANHA
4844,2021,2,ELEGIVEL,Reprovado,201332100230415,CE JOSE BONIFACIO
4845,2021,2,ELEGIVEL,Aprovado,201632140533116,CE LEOPOLDO FROES
4845,2022,3,ELEGIVEL,Aprovado,201632140533116,CE PAULO ASSIS RIBEIRO
4846,2021,2,PRE-INSCRITO,Reprovado,201832140581997,CE LEOPOLDO FROES
4847,2021,2,ELEGIVEL,Aprovado,201932140619110,CE LEOPOLDO FROES
4847,2022,3,ELEGIVEL,Aprovado,201932140619110,CE LEOPOLDO FROES
4848,2021,2,EMAIL NAO CONFIRMADO,Aprovado,201632140534007,CE LEOPOLDO FROES
4848,2022,3,EMAIL NAO CONFIRMADO,Dep.neste ano,201632140534007,CE LEOPOLDO FROES
4849,2021,2,ELEGIVEL,Aprovado,201632140517692,CE LEOPOLDO FROES
4849,2022,3,ELEGIVEL,Aprovado,201632140517692,LICEU NILO PECANHA
4850,2021,2,ELEGIVEL,Aprovado,201623670099228,CE LEOPOLDO FROES
4850,2022,3,ELEGIVEL,Reprovado,201623670099228,CE PAULO ASSIS RIBEIRO
4851,2021,2,ELEGIVEL,Aprovado,201632140510418,CE LEOPOLDO FROES
4851,2022,3,ELEGIVEL,Aprovado,201632140510418,CE ALMIRANTE TAMANDARE
4852,2021,2,ELEGIVEL,Aprovado,201632140517269,CE LEOPOLDO FROES
4852,2022,3,ELEGIVEL,Aprovado,201632140517269,CE LEOPOLDO FROES
4853,2021,2,ELEGIVEL,Aprovado,201532140467257,CE LEOPOLDO FROES
4853,2022,3,ELEGIVEL,Transferido,201532140467257,CE LEOPOLDO FROES
4854,2021,2,ELEGIVEL,Aprovado,201932140621010,CE LEOPOLDO FROES
4854,2022,3,ELEGIVEL,Aprovado,201932140621010,CE LEOPOLDO FROES
4855,2021,2,ELEGIVEL,Aprovado,201631960468278,CE LEOPOLDO FROES
4855,2022,3,ELEGIVEL,Abandonou,201631960468278,CE LEOPOLDO FROES
4856,2021,2,VALOR DEPOSITADO,Aprovado,201632140508782,CE LEOPOLDO FROES
4856,2022,3,VALOR DEPOSITADO,Aprovado,201632140508782,CE LEOPOLDO FROES
4857,2021,2,VALOR DEPOSITADO,Aprovado,201531870649010,CE LEOPOLDO FROES
4857,2022,3,VALOR DEPOSITADO,Aprovado,201531870649010,CE LEOPOLDO FROES
4858,2021,2,ELEGIVEL,Aprovado,201831890447709,CE MACHADO DE ASSIS
4859,2021,2,ELEGIVEL,Aprovado,202031890502720,CE MACHADO DE ASSIS
4860,2021,2,VALOR DEPOSITADO,Aprovado,201631890409596,CE MACHADO DE ASSIS
4860,2022,3,VALOR DEPOSITADO,Aprovado,201631890409596,CE MACHADO DE ASSIS
4861,2021,2,ELEGIVEL,Aprovado,202031890501244,CE MACHADO DE ASSIS
4861,2022,3,ELEGIVEL,Aprovado,202031890501244,CE MACHADO DE ASSIS
4862,2021,2,ELEGIVEL,Aprovado,201831890459987,CE MACHADO DE ASSIS
4862,2022,3,ELEGIVEL,Aprovado,201831890459987,CE MACHADO DE ASSIS
4863,2021,2,ELEGIVEL,Aprovado,201631890414591,CE MACHADO DE ASSIS
4863,2022,3,ELEGIVEL,Aprovado,201631890414591,CE MACHADO DE ASSIS
4864,2021,2,ELEGIVEL,Aprovado,201831890462694,CE MACHADO DE ASSIS
4864,2022,3,ELEGIVEL,Aprovado,201831890462694,CE MACHADO DE ASSIS
4865,2021,2,PRE-INSCRITO,Aprovado,201832100360507,CE MACHADO DE ASSIS
4866,2021,2,ELEGIVEL,Aprovado,201432150391990,CE MACHADO DE ASSIS
4866,2022,3,ELEGIVEL,Transferido,201432150391990,CE MACHADO DE ASSIS
4866,2023,3,ELEGIVEL,Abandonou,201432150391990,CE GUILHERME BRIGGS
4867,2021,2,PRE-INSCRITO,Aprovado,201631890428541,CE MACHADO DE ASSIS
4867,2022,3,PRE-INSCRITO,Aprovado,201631890428541,CE MACHADO DE ASSIS
4868,2021,2,ELEGIVEL,Aprovado,201631890429511,CE MACHADO DE ASSIS
4868,2022,3,ELEGIVEL,Aprovado,201631890429511,CE MACHADO DE ASSIS
4869,2021,2,ELEGIVEL,Aprovado,202031890501406,CE MACHADO DE ASSIS
4869,2022,3,ELEGIVEL,Aprovado,202031890501406,CE MACHADO DE ASSIS
4870,2021,2,VALOR DEPOSITADO,Aprovado,201531890394819,CE MACHADO DE ASSIS
4871,2021,2,ELEGIVEL,Aprovado,201631890405922,CE MACHADO DE ASSIS
4871,2022,3,ELEGIVEL,Aprovado,201631890405922,CE MACHADO DE ASSIS
4872,2021,2,ELEGIVEL,Aprovado,201931890468869,CE MACHADO DE ASSIS
4872,2022,3,ELEGIVEL,Aprovado,201931890468869,CE MACHADO DE ASSIS
4873,2021,2,ELEGIVEL,Aprovado,201631890405760,CE MACHADO DE ASSIS
4873,2022,3,ELEGIVEL,Aprovado,201631890405760,CE MACHADO DE ASSIS
4874,2021,2,ELEGIVEL,Aprovado,201631890408190,CE MACHADO DE ASSIS
4874,2022,3,ELEGIVEL,Reprovado,201631890408190,CE MACHADO DE ASSIS
4874,2023,3,ELEGIVEL,Abandonou,201631890408190,CE MACHADO DE ASSIS
4875,2021,2,ELEGIVEL,Reprovado,201931890484473,CE MACHADO DE ASSIS
4876,2021,2,ELEGIVEL,Aprovado,201831881366122,CE MANUEL DE ABREU
4876,2022,3,ELEGIVEL,Transferido,201831881366122,CE MANUEL DE ABREU
4877,2021,2,ELEGIVEL,Aprovado,201631960465333,CE MANUEL DE ABREU
4877,2022,3,ELEGIVEL,Aprovado,201631960465333,CE MULLULO DA VEIGA
