Cód.,Ano Letivo,Serie,Andamento adesao,Situacao,Matricula,Escola
10569,2024,1,ELEGIVEL,Dep.neste ano,202470130060271,CE JOAQUIM TAVORA
10569,2025,2,ELEGIVEL,Não avaliado,202470130060271,CE JOAQUIM TAVORA
10570,2022,8,VALOR DEPOSITADO,Aprovado,123400179476,E M FRANCISCO PORTUGAL NEVES
10570,2023,8,CONCLUIDA,Aprovado,123400179476,E M FRANCISCO PORTUGAL NEVES
10570,2024,1,CONCLUIDA,Aprovado,202470130060199,CE MATEMATICO JOAQUIM GOMES DE SOUSA - INTER-CULTURAL BRASIL-CHINA
10570,2025,2,CONCLUIDA,Não avaliado,202470130060199,CE JOAQUIM TAVORA
10571,2022,8,VALOR DEPOSITADO,Aprovado,121929545737,E M FRANCISCO PORTUGAL NEVES
10571,2023,8,CONCLUIDA,Dep.neste ano,121929545737,E M FRANCISCO PORTUGAL NEVES
10571,2025,1,CONCLUIDA,Não avaliado,202415930398221,CE JOAQUIM TAVORA
10572,2022,8,CONCLUIDA,Aprovado,121813949548,E M FRANCISCO PORTUGAL NEVES
10572,2023,8,CONCLUIDA,Aprovado,121813949548,E M FRANCISCO PORTUGAL NEVES
10572,2024,1,CONCLUIDA,Aprovado,202432160526916,CE MARIA PEREIRA DAS NEVES
10572,2025,2,CONCLUIDA,Não avaliado,202432160526916,CE MARIA PEREIRA DAS NEVES
10573,2022,8,CONCLUIDA,Aprovado,122994708328,E M FRANCISCO PORTUGAL NEVES
10573,2023,8,CONCLUIDA,Dep.neste ano,122994708328,E M FRANCISCO PORTUGAL NEVES
10573,2024,1,CONCLUIDA,Reprovado,202431930499836,CE ALMIRANTE TAMANDARE
10573,2025,1,CONCLUIDA,Não avaliado,202431930499836,CE ALMIRANTE TAMANDARE
10574,2022,8,VALOR DEPOSITADO,Aprovado,123546607154,E M FRANCISCO PORTUGAL NEVES
10574,2023,8,CONCLUIDA,Aprovado,123546607154,E M FRANCISCO PORTUGAL NEVES
10574,2024,1,CONCLUIDA,Aprovado,202432150673185,CE MANUEL DE ABREU
10574,2025,2,CONCLUIDA,Não avaliado,202432150673185,CE MANUEL DE ABREU
10575,2022,8,VALOR DEPOSITADO,Aprovado,123620580005,E M FRANCISCO PORTUGAL NEVES
10575,2023,8,CONCLUIDA,Aprovado,123620580005,E M FRANCISCO PORTUGAL NEVES
10575,2024,1,CONCLUIDA,Aprovado,202431881725513,LICEU NILO PECANHA
10575,2025,2,CONCLUIDA,Não avaliado,202431881725513,LICEU NILO PECANHA
10576,2022,8,PRE-INSCRITO,Reprovado,127524307607,E M FRANCISCO PORTUGAL NEVES
10576,2025,1,PRE-INSCRITO,Não avaliado,202531930512091,CE ALMIRANTE TAMANDARE
10577,2022,8,CONCLUIDA,Aprovado,121148986447,E M FRANCISCO PORTUGAL NEVES
10577,2024,1,CONCLUIDA,Reprovado,202029470524274,CE ALMIRANTE TAMANDARE
10577,2025,1,CONCLUIDA,Não avaliado,202029470524274,CE ALMIRANTE TAMANDARE
10578,2022,8,ELEGIVEL,Aprovado,122787208990,E M FRANCISCO PORTUGAL NEVES
10578,2023,8,ELEGIVEL,Aprovado,122787208990,E M FRANCISCO PORTUGAL NEVES
10578,2025,2,ELEGIVEL,Não avaliado,202416170203875,CE ALMIRANTE TAMANDARE
10581,2022,8,VALOR DEPOSITADO,Aprovado,122368829040,E M FRANCISCO PORTUGAL NEVES
10581,2023,8,CONCLUIDA,Aprovado,122368829040,E M FRANCISCO PORTUGAL NEVES
10581,2024,1,CONCLUIDA,Aprovado,202031930414363,CE ALMIRANTE TAMANDARE
10581,2025,2,CONCLUIDA,Não avaliado,202031930414363,CE ALMIRANTE TAMANDARE
10584,2022,8,VALOR DEPOSITADO,Aprovado,121716270340,E M FRANCISCO PORTUGAL NEVES
10584,2023,8,CONCLUIDA,Aprovado,121716270340,E M FRANCISCO PORTUGAL NEVES
10584,2024,1,CONCLUIDA,Aprovado,202431930501245,CE ALMIRANTE TAMANDARE
10584,2025,2,CONCLUIDA,Não avaliado,202431930501245,CE ALMIRANTE TAMANDARE
10586,2022,8,INSCRICAO PARCIAL,Aprovado,124024247459,E M FRANCISCO PORTUGAL NEVES
10586,2023,8,INSCRICAO PARCIAL,Aprovado,124024247459,E M FRANCISCO PORTUGAL NEVES
10586,2025,2,INSCRICAO PARCIAL,Não avaliado,202432240583010,CE MARIA PEREIRA DAS NEVES
10587,2022,8,VALOR DEPOSITADO,Aprovado,123245213505,E M FRANCISCO PORTUGAL NEVES
10587,2023,8,CONCLUIDA,Aprovado,123245213505,E M FRANCISCO PORTUGAL NEVES
10587,2024,1,CONCLUIDA,Dep.neste ano,202470130059931,CE MATEMATICO JOAQUIM GOMES DE SOUSA - INTER-CULTURAL BRASIL-CHINA
10587,2025,2,CONCLUIDA,Não avaliado,202470130059931,CE MATEMATICO JOAQUIM GOMES DE SOUSA - INTER-CULTURAL BRASIL-CHINA
10588,2022,8,VALOR DEPOSITADO,Aprovado,122221173138,E M FRANCISCO PORTUGAL NEVES
10588,2023,8,CONCLUIDA,Dep.neste ano,122221173138,E M FRANCISCO PORTUGAL NEVES
10588,2024,1,CONCLUIDA,Não avaliado,202432240589035,CE PROFESSORA ALCINA RODRIGUES LIMA
10589,2022,8,VALOR DEPOSITADO,Aprovado,121616184158,E M FRANCISCO PORTUGAL NEVES
10589,2023,8,CONCLUIDA,Reprovado,121616184158,E M FRANCISCO PORTUGAL NEVES
10590,2022,8,CONCLUIDA,Aprovado,123376145066,E M FRANCISCO PORTUGAL NEVES
10590,2023,8,CONCLUIDA,Aprovado,123376145066,E M FRANCISCO PORTUGAL NEVES
10590,2024,1,CONCLUIDA,Dep.neste ano,202431881729268,LICEU NILO PECANHA
10590,2025,2,CONCLUIDA,Não avaliado,202431881729268,LICEU NILO PECANHA
10591,2022,8,CONCLUIDA,Aprovado,125377437925,E M FRANCISCO PORTUGAL NEVES
10591,2023,8,CONCLUIDA,Aprovado,125377437925,E M FRANCISCO PORTUGAL NEVES
10591,2024,1,CONCLUIDA,Reprovado,202031960574733,CE PROFESSORA ALCINA RODRIGUES LIMA
10596,2022,8,VALOR DEPOSITADO,Aprovado,124881477969,E M FRANCISCO PORTUGAL NEVES
10596,2023,8,CONCLUIDA,Aprovado,124881477969,E M FRANCISCO PORTUGAL NEVES
10596,2024,1,CONCLUIDA,Aprovado,202432240581808,CE PROFESSORA ALCINA RODRIGUES LIMA
10596,2025,2,CONCLUIDA,Não avaliado,202432240581808,CE PROFESSORA ALCINA RODRIGUES LIMA
10597,2022,8,VALOR DEPOSITADO,Aprovado,121601752856,E M FRANCISCO PORTUGAL NEVES
10597,2023,8,CONCLUIDA,Dep.neste ano,121601752856,E M FRANCISCO PORTUGAL NEVES
10597,2024,1,CONCLUIDA,Dep.neste ano,202431910574743,CE PAULO ASSIS RIBEIRO
10597,2025,2,CONCLUIDA,Não avaliado,202431910574743,CE PAULO ASSIS RIBEIRO
10599,2022,8,VALOR DEPOSITADO,Aprovado,125352819611,E M FRANCISCO PORTUGAL NEVES
10599,2023,8,CONCLUIDA,Aprovado,125352819611,E M FRANCISCO PORTUGAL NEVES
10599,2024,1,CONCLUIDA,Aprovado,202015930324893,CE ALMIRANTE TAMANDARE
10599,2025,2,CONCLUIDA,Não avaliado,202015930324893,CE ALMIRANTE TAMANDARE
10601,2022,8,VALOR DEPOSITADO,Aprovado,122978867727,E M FRANCISCO PORTUGAL NEVES
10601,2023,8,CONCLUIDA,Aprovado,122978867727,E M FRANCISCO PORTUGAL NEVES
10601,2024,1,CONCLUIDA,Aprovado,202016170135610,CE PROFESSORA ALCINA RODRIGUES LIMA
10601,2025,2,CONCLUIDA,Não avaliado,202016170135610,CE PROFESSORA ALCINA RODRIGUES LIMA
10602,2022,8,VALOR DEPOSITADO,Aprovado,122974447880,E M FRANCISCO PORTUGAL NEVES
10602,2023,8,CONCLUIDA,Transferido,122974447880,E M FRANCISCO PORTUGAL NEVES
10605,2022,8,VALOR DEPOSITADO,Aprovado,122201147670,E M FRANCISCO PORTUGAL NEVES
10605,2023,8,CONCLUIDA,Dep.neste ano,122201147670,E M FRANCISCO PORTUGAL NEVES
10605,2024,1,CONCLUIDA,Reprovado,202432240586110,CE PROFESSORA ALCINA RODRIGUES LIMA
10605,2025,1,CONCLUIDA,Não avaliado,202432240586110,CE PROFESSORA ALCINA RODRIGUES LIMA
10606,2022,8,CONCLUIDA,Aprovado,121154761311,E M FRANCISCO PORTUGAL NEVES
10606,2023,8,CONCLUIDA,Dep.neste ano,121154761311,E M FRANCISCO PORTUGAL NEVES
10606,2024,1,CONCLUIDA,Reprovado,202031960573761,CIEP 448 RUY FRAZAO SOARES
10607,2022,8,VALOR DEPOSITADO,Aprovado,121458748790,E M FRANCISCO PORTUGAL NEVES
10607,2023,8,CONCLUIDA,Aprovado,121458748790,E M FRANCISCO PORTUGAL NEVES
10607,2024,1,CONCLUIDA,Aprovado,202431870975645,CE JOAQUIM TAVORA
10607,2025,2,CONCLUIDA,Não avaliado,202431870975645,CE JOAQUIM TAVORA
10608,2022,8,EMAIL NAO CONFIRMADO,Aprovado,119485117204,E M FRANCISCO PORTUGAL NEVES
10608,2023,8,EMAIL NAO CONFIRMADO,Reprovado,119485117204,E M FRANCISCO PORTUGAL NEVES
10610,2022,8,ELEGIVEL,Aprovado,121654878897,E M FRANCISCO PORTUGAL NEVES
10610,2023,8,ELEGIVEL,Reprovado,121654878897,E M FRANCISCO PORTUGAL NEVES
10610,2025,9,ELEGIVEL,Não avaliado,202515930425616,CIEP 448 RUY FRAZAO SOARES
10612,2022,8,CONCLUIDA,Aprovado,127524322592,E M FRANCISCO PORTUGAL NEVES
10612,2023,8,CONCLUIDA,Aprovado,127524322592,E M FRANCISCO PORTUGAL NEVES
10612,2024,1,CONCLUIDA,Reprovado,202417730133689,CIEP 449 GOVERNADOR LEONEL DE MOURA BRIZOLA BRASIL FRANCA
10612,2025,1,CONCLUIDA,Não avaliado,202417730133689,CE PROFESSORA ALCINA RODRIGUES LIMA
10617,2022,8,VALOR DEPOSITADO,Aprovado,122772079006,E M FRANCISCO PORTUGAL NEVES
10617,2023,8,CONCLUIDA,Dep.neste ano,122772079006,E M FRANCISCO PORTUGAL NEVES
10617,2024,1,CONCLUIDA,Dep.neste ano,202432240587091,CE PROFESSORA ALCINA RODRIGUES LIMA
10617,2025,2,CONCLUIDA,Não avaliado,202432240587091,CE PROFESSORA ALCINA RODRIGUES LIMA
10618,2022,8,ELEGIVEL,Aprovado,123614052299,E M FRANCISCO PORTUGAL NEVES
10618,2023,8,ELEGIVEL,Reprovado,123614052299,E M FRANCISCO PORTUGAL NEVES
10618,2024,9,ELEGIVEL,Reprovado,123614052299,E M FRANCISCO PORTUGAL NEVES
10624,2022,9,CONCLUIDA,Aprovado,121743399862,E M FRANCISCO PORTUGAL NEVES
10624,2023,1,CONCLUIDA,Dep.neste ano,202331960619957,CE CIZINIO SOARES PINTO
10624,2024,2,CONCLUIDA,Reprovado,202331960619957,CE CIZINIO SOARES PINTO
10624,2025,3,CONCLUIDA,Não avaliado,202331960619957,CE PROFESSORA ALCINA RODRIGUES LIMA
10631,2022,9,CONCLUIDA,Aprovado,120678608015,E M FRANCISCO PORTUGAL NEVES
10631,2023,9,CONCLUIDA,Dep.neste ano,120678608015,E M FRANCISCO PORTUGAL NEVES
10631,2024,1,CONCLUIDA,Reprovado,202432240584823,CE ALMIRANTE TAMANDARE
10631,2025,1,CONCLUIDA,Não avaliado,202432240584823,CE ALMIRANTE TAMANDARE
10642,2022,9,CONCLUIDA,Aprovado,124228298051,E M FRANCISCO PORTUGAL NEVES
10642,2023,1,CONCLUIDA,Dep.neste ano,201932140607356,CE MATEMATICO JOAQUIM GOMES DE SOUSA - INTER-CULTURAL BRASIL-CHINA
10642,2024,1,CONCLUIDA,Aprovado,201932140607356,CE JOAQUIM TAVORA
10642,2025,2,CONCLUIDA,Não avaliado,201932140607356,CE JOAQUIM TAVORA
10645,2022,9,CONCLUIDA,Aprovado,120558742849,E M FRANCISCO PORTUGAL NEVES
10645,2023,1,CONCLUIDA,Transferido,202317730131582,CE MATEMATICO JOAQUIM GOMES DE SOUSA - INTER-CULTURAL BRASIL-CHINA
10645,2024,2,CONCLUIDA,Aprovado,202317730131582,CE PROFESSORA ALCINA RODRIGUES LIMA
10645,2025,3,CONCLUIDA,Não avaliado,202317730131582,CE PROFESSORA ALCINA RODRIGUES LIMA
10663,2022,6,CONCLUIDA,Aprovado,124876394660,ESCOLA MUNICIPAL ALTIVO CESAR
10663,2023,7,CONCLUIDA,Dep.neste ano,202331900535676,CE MULLULO DA VEIGA
10663,2024,8,CONCLUIDA,Dep.neste ano,202331900535676,CE MULLULO DA VEIGA
10663,2025,8,CONCLUIDA,Não avaliado,202331900535676,CE MULLULO DA VEIGA
10675,2022,8,ELEGIVEL,Reprovado,123160960772,ESCOLA MUNICIPAL ALTIVO CESAR
10675,2025,1,ELEGIVEL,Não avaliado,202032300539513,CE MULLULO DA VEIGA
10677,2022,6,ELEGIVEL,Reprovado,124209867500,ESCOLA MUNICIPAL ALTIVO CESAR
10677,2024,8,ELEGIVEL,Transferido,124209867500,ESCOLA MUNICIPAL ALTIVO CESAR
10677,2025,8,ELEGIVEL,Não avaliado,202431900550876,CE MULLULO DA VEIGA
10679,2022,7,INSCRICAO PARCIAL,Dep.neste ano,122270285807,ESCOLA MUNICIPAL ALTIVO CESAR
10679,2023,8,INSCRICAO PARCIAL,Aprovado,122270285807,ESCOLA MUNICIPAL ALTIVO CESAR
10679,2024,9,INSCRICAO PARCIAL,Reprovado,122270285807,ESCOLA MUNICIPAL ALTIVO CESAR
10679,2025,1,INSCRICAO PARCIAL,Não avaliado,202531850980488,CE CONSELHEIRO MACEDO SOARES
10682,2022,9,CONCLUIDA,Reprovado,122353258823,ESCOLA MUNICIPAL ALTIVO CESAR
10682,2024,1,CONCLUIDA,Reprovado,201932170253889,LICEU NILO PECANHA
10696,2022,6,ELEGIVEL,Transferido,123888594684,ESCOLA MUNICIPAL ANTINEIA SILVEIRA MIRANDA
10696,2023,7,ELEGIVEL,Aprovado,123888594684,E M PAULO FREIRE
10696,2024,8,ELEGIVEL,Aprovado,123888594684,E M PAULO FREIRE
10696,2025,9,ELEGIVEL,Não avaliado,123888594684,E M PAULO FREIRE
10698,2022,6,VALOR DEPOSITADO,Aprovado,123833685807,ESCOLA MUNICIPAL ANTINEIA SILVEIRA MIRANDA
10698,2023,7,CONCLUIDA,Reprovado,202332000498772,CE DOUTOR LUCIANO PESTRE
10698,2025,9,ELEGIVEL,Não avaliado,123833685807,E M PAULO FREIRE
10711,2022,6,ELEGIVEL,Aprovado,127363522200,ESCOLA MUNICIPAL ANTINEIA SILVEIRA MIRANDA
10711,2024,7,ELEGIVEL,Aprovado,127363522200,ESCOLA MUNICIPAL ANTINEIA SILVEIRA MIRANDA
10711,2025,8,ELEGIVEL,Não avaliado,202316160803628,CE DOUTOR LUCIANO PESTRE
10716,2022,6,ELEGIVEL,Reprovado,125179708906,ESCOLA MUNICIPAL ANTINEIA SILVEIRA MIRANDA
10716,2024,7,ELEGIVEL,Aprovado,125179708906,E M RACHIDE DA GLORIA SALIM SAKER
10719,2022,7,VALOR DEPOSITADO,Aprovado,123888145880,ESCOLA MUNICIPAL ANTINEIA SILVEIRA MIRANDA
10719,2023,8,VALOR DEPOSITADO,Aprovado,202331870954161,CE JOAQUIM TAVORA
10719,2024,8,CONCLUIDA,Dep.neste ano,202331870954161,CE JOAQUIM TAVORA
10719,2025,9,CONCLUIDA,Não avaliado,202331870954161,CE BALTAZAR BERNARDINO
10723,2022,7,CONCLUIDA,Dep.neste ano,125233734833,ESCOLA MUNICIPAL ANTINEIA SILVEIRA MIRANDA
10723,2023,8,VALOR DEPOSITADO,Aprovado,125233734833,ESCOLA MUNICIPAL ANTINEIA SILVEIRA MIRANDA
10723,2025,1,CONCLUIDA,Não avaliado,202515880985036,CE DAVID CAPISTRANO
10729,2022,7,CONCLUIDA,Dep.neste ano,123417338912,ESCOLA MUNICIPAL ANTINEIA SILVEIRA MIRANDA
10729,2023,8,CONCLUIDA,Aprovado,123417338912,ESCOLA MUNICIPAL ANTINEIA SILVEIRA MIRANDA
10729,2024,9,CONCLUIDA,Transferido,202432000510541,CE DOUTOR LUCIANO PESTRE
10729,2025,1,CONCLUIDA,Não avaliado,202432000510541,CE DOUTOR LUCIANO PESTRE
10737,2022,7,CONCLUIDA,Aprovado,130227116703,ESCOLA MUNICIPAL ANTINEIA SILVEIRA MIRANDA
10737,2023,8,CONCLUIDA,Aprovado,202332100453610,CE HILARIO RIBEIRO
10737,2024,1,CONCLUIDA,Aprovado,202431890568816,CE MACHADO DE ASSIS
10737,2025,2,CONCLUIDA,Não avaliado,202431890568816,CE MACHADO DE ASSIS
10777,2022,8,PRE-INSCRITO,Transferido,117564045344,E M MAESTRO HEITOR VILLA LOBOS
10777,2023,9,PRE-INSCRITO,Reprovado,202232170297453,EE MENEZES VIEIRA
10792,2022,9,CONCLUIDA,Reprovado,122554582172,E M MAESTRO HEITOR VILLA LOBOS
10792,2023,9,CONCLUIDA,Abandonou,201932260994020,CE RAUL VIDAL
10792,2024,1,CONCLUIDA,Reprovado,201932260994020,CE RAUL VIDAL
10792,2025,1,CONCLUIDA,Não avaliado,201932260994020,CE RAUL VIDAL
10795,2022,9,CONCLUIDA,Dep.neste ano,121667390758,E M MAESTRO HEITOR VILLA LOBOS
10795,2024,1,CONCLUIDA,Reprovado,202331881682710,CE AURELINO LEAL
10795,2025,1,CONCLUIDA,Não avaliado,202331881682710,CE AURELINO LEAL
10804,2022,7,PRE-INSCRITO,Reprovado,123516836414,E M MAESTRO HEITOR VILLA LOBOS
10804,2023,7,PRE-INSCRITO,Aprovado,123516836414,E M MAESTRO HEITOR VILLA LOBOS
10804,2024,9,PRE-INSCRITO,Reprovado,123516836414,E M MAESTRO HEITOR VILLA LOBOS
10805,2022,7,ELEGIVEL,Aprovado,124109808307,E M MAESTRO HEITOR VILLA LOBOS
10805,2023,9,ELEGIVEL,Abandonou,124109808307,E M MAESTRO HEITOR VILLA LOBOS
10816,2022,6,ELEGIVEL,Aprovado,123388723124,E M PAULO FREIRE
10816,2023,7,ELEGIVEL,Reprovado,123388723124,E M PAULO FREIRE
10816,2024,7,ELEGIVEL,Reprovado,123388723124,E M PAULO FREIRE
10816,2025,8,ELEGIVEL,Não avaliado,123388723124,E M PAULO FREIRE
10817,2022,6,ELEGIVEL,Abandonou,124155642653,E M PAULO FREIRE
10817,2023,7,ELEGIVEL,Reprovado,124155642653,E M PAULO FREIRE
10817,2024,7,ELEGIVEL,Reprovado,124155642653,E M PAULO FREIRE
10817,2025,7,ELEGIVEL,Não avaliado,124155642653,E M PAULO FREIRE
10830,2022,6,ELEGIVEL,Aprovado,123268267873,E M PAULO FREIRE
10830,2024,7,ELEGIVEL,Reprovado,123268267873,E M PAULO FREIRE
10846,2022,6,ELEGIVEL,Transferido,123391818874,E M PAULO FREIRE
10846,2023,7,ELEGIVEL,Aprovado,202231930469632,CE ALMIRANTE TAMANDARE
10852,2022,6,ELEGIVEL,Transferido,123649989130,E M PAULO FREIRE
10852,2023,7,ELEGIVEL,Abandonou,123649989130,E M PAULO FREIRE
10853,2022,6,VALOR DEPOSITADO,Aprovado,124905490064,E M PAULO FREIRE
10853,2023,7,CONCLUIDA,Dep.neste ano,124905490064,E M PAULO FREIRE
10853,2024,8,VALOR DEPOSITADO,Aprovado,124905490064,E M PAULO FREIRE
10853,2025,1,CONCLUIDA,Não avaliado,202519340688832,CE DAVID CAPISTRANO
10856,2022,6,ELEGIVEL,Transferido,123316820204,E M PAULO FREIRE
10856,2023,7,ELEGIVEL,Aprovado,123316820204,E M JOAO BRAZIL
10856,2024,8,ELEGIVEL,Aprovado,123316820204,E M JOAO BRAZIL
10856,2025,9,ELEGIVEL,Não avaliado,123316820204,E M JOAO BRAZIL
10872,2022,7,ELEGIVEL,Transferido,125154071106,E M PAULO FREIRE
10872,2023,8,ELEGIVEL,Aprovado,125154071106,E M JOAO BRAZIL
10872,2024,9,ELEGIVEL,Aprovado,125154071106,E M JOAO BRAZIL
10872,2025,1,ELEGIVEL,Não avaliado,202531881781410,LICEU NILO PECANHA
10877,2022,7,ELEGIVEL,Reprovado,123541266626,E M PAULO FREIRE
10877,2024,9,ELEGIVEL,Aprovado,202132150620554,CE JOAQUIM TAVORA
10877,2025,1,ELEGIVEL,Não avaliado,202132150620554,CE JOAQUIM TAVORA
10882,2022,7,ELEGIVEL,Reprovado,122613423225,E M PAULO FREIRE
10882,2023,7,ELEGIVEL,Aprovado,122613423225,E M PAULO FREIRE
10882,2024,9,ELEGIVEL,Aprovado,122613423225,E M PAULO FREIRE
10882,2025,1,ELEGIVEL,Não avaliado,202519340697823,CE HILARIO RIBEIRO
10891,2022,9,CONCLUIDA,Dep.neste ano,120360131475,ESCOLA MUNICIPAL ALTIVO CESAR
10891,2024,9,CONCLUIDA,Reprovado,202432261174004,CE RAUL VIDAL
10891,2025,9,CONCLUIDA,Não avaliado,202432261174004,CE RAUL VIDAL
10904,2022,6,CONCLUIDA,Aprovado,124292124123,ESCOLA MUNICIPAL ALTIVO CESAR
10904,2024,9,CONCLUIDA,Reprovado,202331900535757,CE MULLULO DA VEIGA
10913,2022,6,ELEGIVEL,Aprovado,123125185890,ESCOLA MUNICIPAL ALTIVO CESAR
10913,2024,8,ELEGIVEL,Aprovado,123125185890,ESCOLA MUNICIPAL ALTIVO CESAR
10913,2025,9,ELEGIVEL,Não avaliado,123125185890,ESCOLA MUNICIPAL ALTIVO CESAR
10920,2022,7,CONCLUIDA,Dep.neste ano,123414738901,ESCOLA MUNICIPAL ALTIVO CESAR
10920,2023,8,CONCLUIDA,Reprovado,123414738901,ESCOLA MUNICIPAL ALTIVO CESAR
10920,2024,9,CONCLUIDA,Reprovado,123414738901,ESCOLA MUNICIPAL ALTIVO CESAR
10920,2025,1,CONCLUIDA,Não avaliado,202531900561710,CE MULLULO DA VEIGA
10921,2022,7,ELEGIVEL,Abandonou,123497777152,ESCOLA MUNICIPAL ALTIVO CESAR
10921,2024,7,ELEGIVEL,Abandonou,123497777152,ESCOLA MUNICIPAL ALTIVO CESAR
10926,2022,8,ELEGIVEL,Aprovado,122270413902,ESCOLA MUNICIPAL ALTIVO CESAR
10926,2023,9,ELEGIVEL,Dep.neste ano,122270413902,ESCOLA MUNICIPAL ALTIVO CESAR
10926,2024,1,ELEGIVEL,Não avaliado,202431881756079,LICEU NILO PECANHA
10926,2025,2,ELEGIVEL,Não avaliado,M07301785,CPII - CAMPUS NITEROI
10940,2022,8,PRE-INSCRITO,Aprovado,123183504773,ESCOLA MUNICIPAL ALTIVO CESAR
10940,2023,9,PRE-INSCRITO,Reprovado,123183504773,ESCOLA MUNICIPAL ALTIVO CESAR
10940,2024,9,PRE-INSCRITO,Reprovado,123183504773,ESCOLA MUNICIPAL ALTIVO CESAR
10940,2025,1,PRE-INSCRITO,Não avaliado,202531900561378,CE MULLULO DA VEIGA
10946,2022,8,VALOR DEPOSITADO,Aprovado,123533363707,ESCOLA MUNICIPAL ALTIVO CESAR
10946,2023,9,CONCLUIDA,Dep.neste ano,123533363707,ESCOLA MUNICIPAL ALTIVO CESAR
10946,2024,1,CONCLUIDA,Reprovado,202431850944523,CE CONSELHEIRO MACEDO SOARES
10946,2025,2,CONCLUIDA,Não avaliado,M07801826,CPII - CAMPUS NITEROI
10954,2022,7,ELEGIVEL,Reprovado,123461413215,ESCOLA MUNICIPAL ALTIVO CESAR
10954,2025,7,ELEGIVEL,Não avaliado,123461413215,ESCOLA MUNICIPAL ALTIVO CESAR
10961,2022,6,ELEGIVEL,Aprovado,124364695393,ESCOLA MUNICIPAL ALTIVO CESAR
10961,2024,7,ELEGIVEL,Reprovado,124364695393,ESCOLA MUNICIPAL ALTIVO CESAR
10961,2025,9,ELEGIVEL,Não avaliado,124364695393,ESCOLA MUNICIPAL ALTIVO CESAR
10966,2022,9,CONCLUIDA,Aprovado,122819102106,ESCOLA MUNICIPAL ALTIVO CESAR
10966,2023,1,CONCLUIDA,Aprovado,202331900525522,CE MULLULO DA VEIGA
10966,2024,1,CONCLUIDA,Aprovado,202331900525522,CE MULLULO DA VEIGA
10966,2025,2,CONCLUIDA,Não avaliado,202331900525522,CE MULLULO DA VEIGA
10973,2022,9,ELEGIVEL,Reprovado,121888686501,ESCOLA MUNICIPAL ALTIVO CESAR
10973,2023,9,ELEGIVEL,Aprovado,202331850923041,CE CONSELHEIRO MACEDO SOARES
10973,2025,1,ELEGIVEL,Não avaliado,202331850923041,LICEU NILO PECANHA
10979,2022,6,ELEGIVEL,Abandonou,127425150033,ESCOLA MUNICIPAL ALTIVO CESAR
10979,2024,7,ELEGIVEL,Não avaliado,202331900534513,CE PINTO LIMA
10991,2022,9,CONCLUIDA,Reprovado,121388725990,ESCOLA MUNICIPAL ALTIVO CESAR
10991,2024,1,CONCLUIDA,Dep.neste ano,202331900536801,CE MULLULO DA VEIGA
10991,2025,2,CONCLUIDA,Não avaliado,202331900536801,CE MULLULO DA VEIGA
10994,2022,6,CONCLUIDA,Aprovado,125142298801,ESCOLA MUNICIPAL ALTIVO CESAR
10994,2023,7,CONCLUIDA,Transferido,125142298801,ESCOLA MUNICIPAL ALTIVO CESAR
10994,2024,7,CONCLUIDA,Transferido,202332050451362,CE EMBAIXADOR RAUL FERNANDES
10994,2025,7,CONCLUIDA,Não avaliado,202332050451362,CE EMBAIXADOR RAUL FERNANDES
10998,2022,8,ELEGIVEL,Aprovado,123409966861,ESCOLA MUNICIPAL ALTIVO CESAR
10998,2025,9,ELEGIVEL,Não avaliado,202531850973351,CE CONSELHEIRO MACEDO SOARES
11003,2022,7,CONCLUIDA,Dep.neste ano,124177850569,ESCOLA MUNICIPAL ALTIVO CESAR
11003,2023,8,VALOR DEPOSITADO,Aprovado,124177850569,ESCOLA MUNICIPAL ALTIVO CESAR
11003,2024,9,CONCLUIDA,Transferido,202432170320075,EE MENEZES VIEIRA
11003,2025,1,CONCLUIDA,Não avaliado,202432170320075,LICEU NILO PECANHA
11023,2022,9,CONCLUIDA,Reprovado,120921340272,E M FRANCISCO PORTUGAL NEVES
11023,2024,1,CONCLUIDA,Dep.neste ano,202431930503884,CE ALMIRANTE TAMANDARE
11023,2025,2,CONCLUIDA,Não avaliado,202431930503884,CE ALMIRANTE TAMANDARE
11035,2022,9,ELEGIVEL,Reprovado,122805922904,E M FRANCISCO PORTUGAL NEVES
11035,2023,9,ELEGIVEL,Reprovado,122805922904,E M FRANCISCO PORTUGAL NEVES
11035,2025,1,ELEGIVEL,Não avaliado,202531930520610,CE ALMIRANTE TAMANDARE
11036,2022,7,VALOR DEPOSITADO,Aprovado,123938330057,E M FRANCISCO PORTUGAL NEVES
11036,2023,9,CONCLUIDA,Aprovado,123938330057,E M FRANCISCO PORTUGAL NEVES
11036,2024,1,CONCLUIDA,Não avaliado,202431910576110,CE PAULO ASSIS RIBEIRO
11037,2022,7,ELEGIVEL,Aprovado,123387159187,E M FRANCISCO PORTUGAL NEVES
11037,2023,9,ELEGIVEL,Aprovado,123387159187,E M FRANCISCO PORTUGAL NEVES
11037,2024,1,ELEGIVEL,Dep.neste ano,202432240580593,CE PROFESSORA ALCINA RODRIGUES LIMA
11037,2025,2,ELEGIVEL,Não avaliado,202432240580593,CE PROFESSORA ALCINA RODRIGUES LIMA
11039,2022,7,PRE-INSCRITO,Aprovado,121864263740,E M FRANCISCO PORTUGAL NEVES
11039,2023,9,PRE-INSCRITO,Reprovado,121864263740,E M FRANCISCO PORTUGAL NEVES
